,Candidate ID,Date of Application,Date of Interview,Date of Job Offer,Date of Offer extension,Date of Joining,Offered band,Offered Salary,Percentage hike offered (CTC),Joining bonus amount,LOB,Joining location,Candidate relocation status,Acceptance status,Notice period,Current CTC,Current gross salary,Current organization,Highest Educational Degree,Total experience,Relevant experience,Year of graduation,Expected CTC,Percentage hike (CTC) expected ,Gender,Candidate source,DOB,Location,Number of precious jobs,Written Test Date,Interview rounds,Date of first Interview,Date of last Interview,Interview types,Interview Types2,First interview duration,Last interaction duration
132,C133,2019-11-20,2020-06-20,2020-06-30,2020-07-07,2020-08-21,B0,656023.8624999999,0.49177235608743475,21988.068750000002,IT,Mumbai,Yes,Joined,45,439761.375,390899,Cognizant,Diploma,3,2.7,2017,700000,0.591772356087435,M,Employee referral,1996-04-16,Bangaluru,1,2020-06-09,3,2020-06-14,2020-06-20,Managerial,Written,60,25
133,C134,2019-08-02,2020-05-02,2020-05-12,2020-05-19,2020-07-03,B5,3064537.725,0.30149839289542246,117731.13750000001,IT,Hyderabad,Yes,Offer Rejected,45,2354622.75,2092998,Tech Mahindra,Bachelors,16,14.4,2004,3300000,0.40149839289542244,M,Agency,1982-03-29,Mysore,5,2020-04-18,4,2020-04-23,2020-05-02,Managerial,FaceToFace,40,15
134,C135,2019-12-26,2020-01-10,2020-01-20,2020-01-27,2020-03-12,C6,4004978.0874999994,0.3575188546376193,147510.95625000002,Finance,Pune,No,Joined,45,2950219.125,2622417,Bajaj Finance,Master,19,17.1,2001,4300000,0.4575188546376195,M,Employee referral,1977-07-09,Pune,6,2020-01-05,1,2020-01-10,2020-01-10,Managerial,Online,45,45
135,C136,2019-11-25,2020-05-25,2020-06-04,2020-06-11,2020-06-26,C6,3713606.9499999997,0.2966819376378022,143196.525,Finance,Hyderabad,Yes,Joined,15,2863930.5,2545716,Bank Of America,Master,18,16.2,2002,4000000,0.3966819376378023,M,Employee referral,1978-04-25,Gurugram,6,2020-05-14,3,2020-05-19,2020-05-25,General,FaceToFace,15,40
136,C137,2019-11-13,2020-03-03,2020-03-13,2020-03-20,2020-04-19,B4,2304075.2874999996,0.17600034120249106,97962.35625000001,IT,Mumbai,Yes,Joined,30,1959247.125,1741553,CSE,Bachelors,13,11.700000000000001,2007,2500000,0.27600034120249123,F,Direct,1985-09-30,Pune,4,2020-02-27,1,2020-03-03,2020-03-03,Managerial,Online,25,25
137,C138,2019-08-01,2020-05-19,2020-05-29,2020-06-05,2020-06-20,B3,1753397.7625,0.19602387548825778,73301.11875000001,IT,Pune,Yes,Offer Rejected,0,1466022.375,1303131,Cognizant,Diploma,10,9.0,2010,1900000,0.2960238754882578,M,Employee referral,1989-08-25,Bangaluru,3,2020-05-14,1,2020-05-19,2020-05-19,Technical,Online,40,40
138,C139,2019-07-20,2020-04-05,2020-04-15,2020-04-22,2020-06-21,B1,1026400.9249999999,0.3945840012255588,36799.5375,IT,Pune,Yes,Joined,60,735990.75,654214,Oracle,Master,6,5.4,2014,1100000,0.4945840012255589,M,Agency,1990-04-10,Delhi,1,2020-03-22,4,2020-03-27,2020-04-05,Technical,Online,45,25
139,C140,2019-08-27,2020-03-29,2020-04-08,2020-04-15,2020-04-30,C6,4067880.3125,0.22482359992585504,166059.84375,IT,NCR,Yes,Joined,15,3321196.875,2952175,CSE,Master,20,18.0,2000,4400000,0.324823599925855,F,Direct,1976-01-15,Chennai,6,2020-03-21,2,2020-03-26,2020-03-29,Managerial,Online,15,40
140,C141,2019-07-06,2020-05-24,2020-06-03,2020-06-10,2020-06-25,B3,1861079.5999999999,0.33967336690651617,69460.2,IT,Hyderabad,Yes,Offer Rejected,15,1389204.0,1234848,Oracle,Diploma,10,9.0,2010,2000000,0.43967336690651626,M,Direct,1989-03-29,Pune,3,2020-05-19,1,2020-05-24,2020-05-24,Managerial,FaceToFace,30,30
141,C142,2019-11-21,2020-05-11,2020-05-21,2020-05-28,2020-07-12,B3,1947733.1625,0.2791578222014364,76133.41875,Finance,Chennai,No,Offer Rejected,45,1522668.375,1353483,Bank Of America,Master,10,9.0,2010,2100000,0.37915782220143635,M,Direct,1986-11-22,Chennai,3,2020-05-03,2,2020-05-08,2020-05-11,General,FaceToFace,15,45
142,C143,2019-10-30,2020-01-27,2020-02-06,2020-02-13,2020-03-29,C6,3615707.9999999995,0.2718289645857075,142146.0,IT,Mumbai,Yes,Offer Rejected,45,2842920.0,2527040,Accenture,Bachelors,18,16.2,2002,3900000,0.37182896458570763,F,Direct,1980-08-25,Noida,6,2020-01-22,1,2020-01-27,2020-01-27,General,FaceToFace,20,20
143,C144,2019-08-01,2020-04-21,2020-05-01,2020-05-08,2020-07-07,C6,3778662.5374999996,0.17591721428994592,160668.73125,Finance,NCR,Yes,Joined,60,3213374.625,2856333,HSBC,Bachelors,20,18.0,2000,4100000,0.27591721428994603,M,Direct,1978-12-03,Kolkata,6,2020-04-13,2,2020-04-18,2020-04-21,General,FaceToFace,40,40
144,C145,2019-09-21,2020-05-17,2020-05-27,2020-06-03,2020-07-03,C6,3489739.1749999993,0.12477596067760065,155130.4125,IT,Hyderabad,Yes,Joined,30,3102608.25,2757874,IBM,Diploma,19,17.1,2001,3800000,0.22477596067760086,F,Employee referral,1980-09-18,Chennai,6,2020-05-09,2,2020-05-14,2020-05-17,Technical,Online,45,45
145,C146,2019-12-15,2020-06-04,2020-06-14,2020-06-21,2020-07-06,B2,1580506.6624999999,0.3226734607693085,59746.668750000004,Finance,Mumbai,Yes,Joined,0,1194933.375,1062163,JP Morgun,Bachelors,9,8.1,2011,1700000,0.42267346076930856,M,Direct,1989-06-07,Pune,3,2020-05-21,4,2020-05-26,2020-06-04,Technical,Online,40,25
146,C147,2019-10-14,2020-03-21,2020-03-31,2020-04-07,2020-05-07,B4,2700414.5374999996,0.3530116390616374,99792.73125000001,IT,Hyderabad,Yes,Joined,30,1995854.625,1774093,HCL,Master,13,11.700000000000001,2007,2900000,0.45301163906163755,M,Direct,1983-01-19,Mumbai,4,2020-03-13,2,2020-03-18,2020-03-21,Technical,FaceToFace,30,45
147,C148,2019-09-11,2020-05-19,2020-05-29,2020-06-05,2020-08-04,B4,2589977.6875,0.23319168171715088,105011.15625,IT,Chennai,No,Joined,60,2100223.125,1866865,Infosys,Bachelors,15,13.5,2005,2800000,0.3331916817171509,M,Agency,1983-03-30,Chennai,4,2020-05-11,2,2020-05-16,2020-05-19,General,Written,30,40
148,C149,2019-10-07,2020-02-21,2020-03-02,2020-03-09,2020-03-24,B5,3258867.3874999997,0.35148346534834635,120566.30625000001,Manufacturing,Chennai,Yes,Offer Rejected,0,2411326.125,2143401,Mahindra,Master,16,14.4,2004,3500000,0.45148346534834644,M,Employee referral,1980-04-06,Mumbai,5,2020-02-07,4,2020-02-12,2020-02-21,General,Written,20,15
149,C150,2019-08-26,2020-02-08,2020-02-18,2020-02-25,2020-03-11,B3,1844194.9249999998,0.18365523395178227,77902.5375,IT,Mumbai,Yes,Offer Rejected,15,1558050.75,1384934,HCL,Diploma,11,9.9,2009,2000000,0.2836552339517824,F,Agency,1988-01-07,Bangaluru,3,2020-01-25,4,2020-01-30,2020-02-08,Managerial,Written,60,20
150,C151,2019-10-26,2020-03-28,2020-04-07,2020-04-14,2020-04-29,B5,3437328.025,0.30860097465669867,131335.98750000002,Finance,Pune,No,Joined,0,2626719.75,2334862,HSBC,Bachelors,17,15.3,2003,3700000,0.4086009746566987,F,Direct,1981-09-08,Pune,5,2020-03-14,4,2020-03-19,2020-03-28,Managerial,Online,40,40
151,C152,2019-12-04,2020-02-07,2020-02-17,2020-02-24,2020-03-10,B3,2139488.8249999997,0.33292203798271347,80255.58750000001,Finance,Mumbai,Yes,Offer Rejected,15,1605111.75,1426766,Bajaj Finance,Diploma,11,9.9,2009,2300000,0.43292203798271367,F,Agency,1988-10-05,Pune,3,2020-01-24,4,2020-01-29,2020-02-07,Technical,FaceToFace,40,15
152,C153,2019-08-01,2020-05-02,2020-05-12,2020-05-19,2020-07-03,C6,3716520.7,0.3110377724228895,141739.65,Finance,NCR,Yes,Offer Rejected,45,2834793.0,2519816,JP Morgun,Diploma,18,16.2,2002,4000000,0.4110377724228894,F,Employee referral,1981-01-22,Bangaluru,6,2020-04-24,2,2020-04-29,2020-05-02,Managerial,FaceToFace,60,30
153,C154,2019-12-07,2020-03-23,2020-04-02,2020-04-09,2020-04-24,B3,1747199.125,0.14344837684993622,76400.4375,IT,Chennai,Yes,Joined,0,1528008.75,1358230,Infosys,Master,10,9.0,2010,1900000,0.24344837684993623,M,Agency,1986-03-05,Mysore,3,2020-03-15,2,2020-03-20,2020-03-23,Technical,Online,45,45
154,C155,2019-07-15,2020-04-09,2020-04-19,2020-04-26,2020-06-10,B0,840888.675,0.42255088174727945,29555.662500000002,Finance,Pune,Yes,Offer Rejected,45,591113.25,525434,HSBC,Bachelors,4,3.6,2016,900000,0.5225508817472794,F,Employee referral,1994-07-11,Hyderabad,1,2020-03-26,4,2020-03-31,2020-04-09,General,Online,20,20
155,C156,2019-08-24,2020-06-21,2020-07-01,2020-07-08,2020-07-23,C6,4288596.85,0.3771848004748827,155701.575,IT,Hyderabad,Yes,Joined,15,3114031.5,2768028,Oracle,Diploma,20,18.0,2000,4600000,0.4771848004748828,F,Employee referral,1979-04-30,Kolkata,6,2020-06-13,2,2020-06-18,2020-06-21,Technical,FaceToFace,20,25
156,C157,2019-08-04,2020-03-19,2020-03-29,2020-04-05,2020-04-20,B2,1397869.6875,0.36871184791488815,51065.15625,Finance,Mumbai,Yes,Joined,0,1021303.125,907825,Bank Of America,Master,7,6.3,2013,1500000,0.4687118479148881,F,Direct,1989-05-20,Pune,2,2020-03-08,3,2020-03-13,2020-03-19,General,FaceToFace,40,60
157,C158,2019-11-30,2020-06-29,2020-07-09,2020-07-16,2020-09-14,C6,4196143.462499999,0.38096204775584247,151928.26875000002,Manufacturing,NCR,Yes,Offer Rejected,60,3038565.375,2700947,L & T,Master,19,17.1,2001,4500000,0.48096204775584267,F,Employee referral,1977-02-02,Mysore,6,2020-06-21,2,2020-06-26,2020-06-29,General,Written,60,45
158,C159,2019-09-19,2020-05-06,2020-05-16,2020-05-23,2020-06-22,B4,2487153.4875,0.16851972733168452,106423.25625,IT,Mumbai,Yes,Offer Rejected,30,2128465.125,1891969,Cognizant,Bachelors,15,13.5,2005,2700000,0.2685197273316846,M,Agency,1983-08-15,Pune,4,2020-04-25,3,2020-04-30,2020-05-06,Managerial,FaceToFace,25,30
159,C160,2019-07-15,2020-04-10,2020-04-20,2020-04-27,2020-06-11,B4,2572654.9374999995,0.13160800996062957,113672.53125,IT,Pune,Yes,Joined,45,2273450.625,2020845,Oracle,Master,15,13.5,2005,2800000,0.23160800996062977,M,Employee referral,1981-06-30,Gurugram,4,2020-04-05,1,2020-04-10,2020-04-10,Managerial,Online,60,60
160,C161,2019-12-31,2020-02-29,2020-03-10,2020-03-17,2020-04-01,B1,1110763.0875,0.24473500525917447,44618.45625,Finance,Hyderabad,Yes,Joined,15,892369.125,793217,JP Morgun,Bachelors,6,5.4,2014,1200000,0.34473500525917455,M,Employee referral,1992-08-18,Noida,1,2020-02-15,4,2020-02-20,2020-02-29,Managerial,Written,60,60
161,C162,2019-10-03,2020-02-08,2020-02-18,2020-02-25,2020-03-26,B2,1866504.575,0.398178682902429,66747.71250000001,IT,Mumbai,Yes,Joined,30,1334954.25,1186626,Infosys,Master,9,8.1,2011,2000000,0.49817868290242906,M,Employee referral,1987-04-26,Gurugram,3,2020-01-31,2,2020-02-05,2020-02-08,Managerial,FaceToFace,45,30
162,C163,2019-08-11,2020-05-24,2020-06-03,2020-06-10,2020-07-25,B3,2505949.9875,0.29139388099755975,97025.00625,IT,Pune,Yes,Offer Rejected,45,1940500.125,1724889,Oracle,Bachelors,12,10.8,2008,2700000,0.39139388099755984,M,Direct,1986-07-18,Mumbai,4,2020-05-13,3,2020-05-18,2020-05-24,Technical,Written,25,40
163,C164,2019-10-07,2020-04-07,2020-04-17,2020-04-24,2020-05-09,B3,2318183.2375,0.27501073367753964,90908.38125,IT,Pune,Yes,Offer Rejected,15,1818167.625,1616149,TCS,Bachelors,12,10.8,2008,2500000,0.3750107336775398,M,Employee referral,1986-04-01,Chennai,4,2020-03-30,2,2020-04-04,2020-04-07,Technical,Online,30,30
164,C165,2019-07-06,2020-04-29,2020-05-09,2020-05-16,2020-06-30,B0,462246.12499999994,0.22436736626372775,18876.9375,IT,NCR,Yes,Joined,45,377538.75,335590,Cognizant,Bachelors,3,2.7,2017,500000,0.3243673662637279,F,Employee referral,1995-07-10,Hyderabad,1,2020-04-18,3,2020-04-23,2020-04-29,Technical,FaceToFace,25,40
165,C166,2019-11-25,2020-03-12,2020-03-22,2020-03-29,2020-04-13,B2,1484245.15,0.2822315004511689,57877.425,Manufacturing,Chennai,Yes,Joined,15,1157548.5,1028932,Mahindra,Bachelors,8,7.2,2012,1600000,0.382231500451169,M,Agency,1990-01-27,Noida,2,2020-03-01,3,2020-03-06,2020-03-12,Managerial,Written,40,60
166,C167,2019-12-12,2020-05-12,2020-05-22,2020-05-29,2020-07-13,C6,4008911.4250000003,0.37721359383479763,145544.2875,IT,NCR,Yes,Joined,45,2910885.75,2587454,Tech Mahindra,Bachelors,19,17.1,2001,4300000,0.47721359383479756,M,Direct,1979-05-19,Hyderabad,6,2020-05-01,3,2020-05-06,2020-05-12,Technical,Written,20,40
167,C168,2019-12-10,2020-02-13,2020-02-23,2020-03-01,2020-03-16,B5,3033478.275,0.1381729857106395,133260.86250000002,IT,Chennai,Yes,Joined,15,2665217.25,2369082,IBM,Diploma,17,15.3,2003,3300000,0.23817298571063952,F,Employee referral,1982-08-04,Noida,5,2020-02-08,1,2020-02-13,2020-02-13,General,Written,45,45
168,C169,2019-07-02,2020-06-19,2020-06-29,2020-07-06,2020-07-21,C6,4568678.837499999,0.3789275647310936,165660.58125000002,IT,Hyderabad,Yes,Offer Rejected,0,3313211.625,2945077,Tech Mahindra,Master,20,18.0,2000,4900000,0.4789275647310938,M,Direct,1976-11-13,Chennai,6,2020-06-08,3,2020-06-13,2020-06-19,Technical,Online,20,60
169,C170,2019-12-17,2020-04-29,2020-05-09,2020-05-16,2020-05-31,B2,1483634.1624999999,0.27497399097050274,58182.918750000004,IT,Hyderabad,Yes,Offer Rejected,0,1163658.375,1034363,TCS,Bachelors,8,7.2,2012,1600000,0.3749739909705028,F,Agency,1990-07-11,Mysore,2,2020-04-24,1,2020-04-29,2020-04-29,General,Online,20,20
170,C171,2019-10-01,2020-05-19,2020-05-29,2020-06-05,2020-08-04,B1,1104418.2,0.15546913742992907,47790.9,Finance,Hyderabad,Yes,Joined,60,955818.0,849616,Bank Of America,Bachelors,6,5.4,2014,1200000,0.2554691374299291,M,Employee referral,1992-09-20,Chennai,1,2020-05-08,3,2020-05-13,2020-05-19,Technical,FaceToFace,30,45
171,C172,2019-09-11,2020-04-09,2020-04-19,2020-04-26,2020-05-26,C6,4004329.6374999993,0.35432229447751945,147835.18125,IT,Hyderabad,Yes,Joined,30,2956703.625,2628181,Accenture,Diploma,19,17.1,2001,4300000,0.4543222944775197,F,Employee referral,1980-04-30,Kolkata,6,2020-04-04,1,2020-04-09,2020-04-09,Managerial,FaceToFace,45,45
172,C173,2019-12-17,2020-02-20,2020-03-01,2020-03-08,2020-05-07,B5,2957506.025,0.21962041531134946,121246.9875,Manufacturing,NCR,Yes,Offer Rejected,60,2424939.75,2155502,Mahindra,Diploma,16,14.4,2004,3200000,0.3196204153113495,F,Agency,1983-06-10,Delhi,5,2020-02-09,3,2020-02-14,2020-02-20,Technical,FaceToFace,20,30
173,C174,2019-07-06,2020-06-22,2020-07-02,2020-07-09,2020-07-24,B0,552952.6125,0.17530992023733527,23523.693750000002,IT,Hyderabad,Yes,Offer Rejected,0,470473.875,418199,HCL,Master,4,3.6,2016,600000,0.2753099202373352,M,Agency,1992-04-13,Delhi,1,2020-06-11,3,2020-06-16,2020-06-22,Managerial,Online,20,60
174,C175,2019-10-09,2020-06-02,2020-06-12,2020-06-19,2020-07-04,B4,2599737.9625,0.2981681375832401,100131.01875,IT,Hyderabad,Yes,Joined,15,2002620.375,1780107,CSE,Master,13,11.700000000000001,2007,2800000,0.39816813758324016,M,Employee referral,1983-10-02,Mysore,4,2020-05-19,4,2020-05-24,2020-06-02,Technical,Online,15,40
175,C176,2019-10-30,2020-06-25,2020-07-05,2020-07-12,2020-09-10,B4,2477703.5999999996,0.11459456833309024,111148.20000000001,IT,Mumbai,Yes,Offer Rejected,60,2222964.0,1975968,IBM,Diploma,15,13.5,2005,2700000,0.2145945683330904,F,Direct,1984-08-06,Kolkata,4,2020-06-14,3,2020-06-19,2020-06-25,Technical,FaceToFace,30,60
176,C177,2019-07-30,2020-06-07,2020-06-17,2020-06-24,2020-08-08,B2,1300760.15,0.3107236155637074,49619.925,IT,Hyderabad,No,Offer Rejected,45,992398.5,882132,Cognizant,Bachelors,7,6.3,2013,1400000,0.4107236155637075,M,Employee referral,1991-09-08,Hyderabad,2,2020-05-24,4,2020-05-29,2020-06-07,Managerial,FaceToFace,30,20
177,C178,2019-12-07,2020-05-31,2020-06-10,2020-06-17,2020-07-17,B0,460949.11249999993,0.18038063155414824,19525.443750000002,Manufacturing,Hyderabad,Yes,Joined,30,390508.875,347119,L & T,Bachelors,3,2.7,2017,500000,0.28038063155414844,F,Direct,1995-05-09,Delhi,1,2020-05-26,1,2020-05-31,2020-05-31,Technical,Written,60,60
178,C179,2019-11-11,2020-06-21,2020-07-01,2020-07-08,2020-09-06,B2,1200337.9375,0.20440808406910102,49831.03125,IT,NCR,Yes,Joined,60,996620.625,885885,Accenture,Bachelors,7,6.3,2013,1300000,0.304408084069101,F,Agency,1991-11-21,Gurugram,2,2020-06-13,2,2020-06-18,2020-06-21,Technical,Written,45,30
179,C180,2019-11-16,2020-04-07,2020-04-17,2020-04-24,2020-06-08,C6,3769627.5500000003,0.14102357808588467,165186.225,Finance,NCR,Yes,Offer Rejected,45,3303724.5,2936644,JP Morgun,Bachelors,20,18.0,2000,4100000,0.2410235780858846,F,Direct,1978-12-31,Bangaluru,6,2020-04-02,1,2020-04-07,2020-04-07,Managerial,FaceToFace,60,60
180,C181,2019-12-25,2020-05-04,2020-05-14,2020-05-21,2020-07-20,C6,3505630.475,0.19089449731591615,147184.7625,IT,NCR,Yes,Joined,60,2943695.25,2616618,Accenture,Master,19,17.1,2001,3800000,0.2908944973159161,M,Agency,1977-12-16,Mysore,6,2020-04-20,4,2020-04-25,2020-05-04,General,FaceToFace,20,40
181,C182,2019-09-12,2020-04-02,2020-04-12,2020-04-19,2020-05-19,B5,3827473.5874999994,0.40444133557146483,136263.20625000002,Manufacturing,NCR,Yes,Joined,30,2725264.125,2422457,Mahindra,Bachelors,17,15.3,2003,4100000,0.504441335571465,M,Agency,1981-04-24,Gurugram,5,2020-03-25,2,2020-03-30,2020-04-02,General,Online,40,30
182,C183,2019-11-06,2020-02-12,2020-02-22,2020-02-29,2020-04-14,B4,2597406.9625,0.2820810599179648,101296.51875,Finance,NCR,Yes,Joined,45,2025930.375,1800827,JP Morgun,Bachelors,14,12.6,2006,2800000,0.38208105991796487,M,Agency,1984-06-03,Noida,4,2020-01-29,4,2020-02-03,2020-02-12,Managerial,Written,45,25
183,C184,2019-10-22,2020-06-28,2020-07-08,2020-07-15,2020-07-30,B4,2796538.2375,0.3744785276299766,101730.88125,IT,Hyderabad,Yes,Offer Rejected,0,2034617.625,1808549,IBM,Diploma,14,12.6,2006,3000000,0.47447852762997667,M,Agency,1985-08-29,Kolkata,4,2020-06-20,2,2020-06-25,2020-06-28,Technical,Written,60,15
184,C185,2019-11-28,2020-02-17,2020-02-27,2020-03-05,2020-03-20,B0,840027.6,0.40069031754607115,29986.2,IT,NCR,Yes,Joined,0,599724.0,533088,IBM,Master,4,3.6,2016,900000,0.5006903175460712,F,Agency,1992-05-16,Gurugram,1,2020-02-06,3,2020-02-11,2020-02-17,Technical,Written,40,30
185,C186,2019-09-22,2020-01-24,2020-02-03,2020-02-10,2020-03-26,B4,2882638.4125,0.32619495728517356,108680.79375000001,Manufacturing,NCR,Yes,Joined,45,2173615.875,1932103,Mahindra,Master,15,13.5,2005,3100000,0.4261949572851735,M,Direct,1981-04-20,Noida,4,2020-01-10,4,2020-01-15,2020-01-24,Managerial,FaceToFace,45,20
186,C187,2019-08-20,2020-06-15,2020-06-25,2020-07-02,2020-08-16,B2,1398237.7875,0.3740245550380502,50881.106250000004,Finance,Mumbai,Yes,Offer Rejected,45,1017622.125,904553,Bajaj Finance,Bachelors,7,6.3,2013,1500000,0.4740245550380501,M,Agency,1991-05-04,Bangaluru,2,2020-06-04,3,2020-06-09,2020-06-15,Managerial,Written,30,40
187,C188,2019-11-29,2020-06-23,2020-07-03,2020-07-10,2020-08-24,B1,1205962.7125,0.2824303471109797,47018.64375,Finance,Chennai,Yes,Offer Rejected,45,940372.875,835887,Bank Of America,Master,6,5.4,2014,1300000,0.3824303471109798,M,Direct,1990-07-31,Mysore,1,2020-06-18,1,2020-06-23,2020-06-23,General,FaceToFace,15,15
188,C189,2019-11-27,2020-05-16,2020-05-26,2020-06-02,2020-07-02,B0,463902.2375,0.2851274022870531,18048.881250000002,IT,Chennai,No,Offer Rejected,30,360977.625,320869,Cognizant,Diploma,3,2.7,2017,500000,0.3851274022870531,M,Agency,1996-07-13,Chennai,1,2020-05-08,2,2020-05-13,2020-05-16,General,Written,15,45
189,C190,2019-09-03,2020-05-22,2020-06-01,2020-06-08,2020-08-07,B1,1024266.6874999999,0.35246518828817885,37866.65625,IT,NCR,Yes,Offer Rejected,60,757333.125,673185,Cognizant,Diploma,6,5.4,2014,1100000,0.452465188288179,M,Direct,1993-09-18,Mysore,2,2020-05-11,3,2020-05-16,2020-05-22,Managerial,FaceToFace,25,45
190,C191,2019-10-21,2020-01-09,2020-01-19,2020-01-26,2020-03-11,B5,2967445.0625,0.2760189460608636,116277.46875,IT,Mumbai,Yes,Offer Rejected,45,2325549.375,2067155,CSE,Bachelors,16,14.4,2004,3200000,0.37601894606086356,M,Agency,1982-04-06,Kolkata,5,2020-01-01,2,2020-01-06,2020-01-09,Managerial,FaceToFace,25,15
191,C192,2019-11-16,2020-02-26,2020-03-07,2020-03-14,2020-05-13,B3,2705646.6875,0.3921278998010389,97176.65625,IT,Chennai,Yes,Joined,60,1943533.125,1727585,TCS,Bachelors,12,10.8,2008,2900000,0.4921278998010389,M,Direct,1986-03-05,Kolkata,4,2020-02-15,3,2020-02-20,2020-02-26,Managerial,Online,15,20
192,C193,2019-12-16,2020-06-28,2020-07-08,2020-07-15,2020-08-29,B4,2673811.6625,0.18211738591517793,113094.16875000001,IT,Pune,Yes,Offer Rejected,45,2261883.375,2010563,Cognizant,Bachelors,15,13.5,2005,2900000,0.2821173859151779,M,Employee referral,1983-11-02,Kolkata,4,2020-06-17,3,2020-06-22,2020-06-28,Managerial,Online,15,45
193,C194,2019-09-05,2020-01-23,2020-02-02,2020-02-09,2020-02-24,C6,3810198.1999999997,0.31476001874384485,144900.9,IT,Chennai,Yes,Offer Rejected,15,2898018.0,2576016,Oracle,Bachelors,18,16.2,2002,4100000,0.41476001874384494,M,Employee referral,1980-01-20,Bangaluru,5,2020-01-12,3,2020-01-17,2020-01-23,General,Online,40,15
194,C195,2019-08-21,2020-03-06,2020-03-16,2020-03-23,2020-04-22,B1,1019197.4374999999,0.2613429648348094,40401.28125,IT,Hyderabad,Yes,Joined,30,808025.625,718245,TCS,Diploma,6,5.4,2014,1100000,0.36134296483480954,F,Employee referral,1993-09-13,Mumbai,1,2020-02-27,2,2020-03-03,2020-03-06,Managerial,Written,45,15
195,C196,2019-12-06,2020-06-08,2020-06-18,2020-06-25,2020-08-09,B5,3632560.3874999997,0.3582731269848814,133719.80625,IT,Chennai,Yes,Joined,45,2674396.125,2377241,Accenture,Master,17,15.3,2003,3900000,0.4582731269848815,F,Employee referral,1979-02-17,Bangaluru,5,2020-05-25,4,2020-05-30,2020-06-08,Technical,FaceToFace,15,20
196,C197,2019-11-10,2020-06-24,2020-07-04,2020-07-11,2020-08-25,B5,2951355.1999999997,0.18697644189623097,124322.40000000001,Finance,NCR,Yes,Offer Rejected,45,2486448.0,2210176,Bank Of America,Bachelors,16,14.4,2004,3200000,0.2869764418962311,M,Agency,1982-05-27,Kolkata,5,2020-06-13,3,2020-06-18,2020-06-24,General,Written,60,60
197,C198,2019-11-19,2020-01-31,2020-02-10,2020-02-17,2020-03-03,B4,2392678.025,0.15408799525472391,103660.9875,IT,Hyderabad,Yes,Offer Rejected,0,2073219.75,1842862,Tech Mahindra,Diploma,14,12.6,2006,2600000,0.254087995254724,F,Direct,1985-09-21,Kolkata,4,2020-01-17,4,2020-01-22,2020-01-31,Technical,FaceToFace,30,15
198,C199,2019-09-12,2020-05-02,2020-05-12,2020-05-19,2020-07-18,B4,2803924.0874999994,0.43001965501499295,98037.95625,Finance,Pune,Yes,Joined,60,1960759.125,1742897,HSBC,Diploma,13,11.700000000000001,2007,3000000,0.5300196550149933,F,Employee referral,1986-06-02,Kolkata,4,2020-04-18,4,2020-04-23,2020-05-02,Managerial,FaceToFace,25,25
199,C200,2019-10-29,2020-01-29,2020-02-08,2020-02-15,2020-04-15,B0,740156.1874999999,0.23681322526033896,29921.90625,Finance,Chennai,Yes,Offer Rejected,60,598438.125,531945,Bank Of America,Bachelors,4,3.6,2016,800000,0.33681322526033913,M,Agency,1994-03-17,Mumbai,1,2020-01-24,1,2020-01-29,2020-01-29,General,Online,45,45
